char,txt_file,image_group_id,work_id,reference
ཤྩཱ,I1KG13257.txt,I1KG13257,W1KG13126,"{""I1KG132570244.jpg"": [[691, 6]]}"
གྨ,I1KG13259.txt,I1KG13259,W1KG13126,"{""I1KG132590205.jpg"": [[850, 7]]}"
གྨ,I1KG13259.txt,I1KG13259,W1KG13126,"{""I1KG132590468.jpg"": [[676, 5]]}"
རྩཱ,I1KG13260.txt,I1KG13260,W1KG13126,"{""I1KG132600217.jpg"": [[862, 9]]}"
ཟྱ,I1KG13261.txt,I1KG13261,W1KG13126,"{""I1KG132610090.jpg"": [[944, 6]]}"
ཥྲ,I1KG13263.txt,I1KG13263,W1KG13126,"{""I1KG132630310.jpg"": [[477, 5]]}"
ཤླ,I1KG13265.txt,I1KG13265,W1KG13126,"{""I1KG132650266.jpg"": [[96, 1]]}"
ཤླ,I1KG13273.txt,I1KG13273,W1KG13126,"{""I1KG132730006.jpg"": [[30, 2]]}"
གྫ,I1KG13284.txt,I1KG13284,W1KG13126,"{""I1KG132840027.jpg"": [[70, 1]]}"
ཥྞུ,I1KG13285.txt,I1KG13285,W1KG13126,"{""I1KG132850561.jpg"": [[631, 6]]}"
མྤྱ,I1KG13286.txt,I1KG13286,W1KG13126,"{""I1KG132860671.jpg"": [[866, 7]]}"
མྦྱ,I1KG13289.txt,I1KG13289,W1KG13126,"{""I1KG132890606.jpg"": [[531, 5]]}"
ཟྱ,I1KG13313.txt,I1KG13313,W1KG13126,"{""I1KG133130444.jpg"": [[1017, 9]]}"
རྩཱ,I1KG13326.txt,I1KG13326,W1KG13126,"{""I1KG133260216.jpg"": [[200, 2]]}"
ཙྪྲ,I1KG13333.txt,I1KG13333,W1KG13126,"{""I1KG133330235.jpg"": [[41, 4]]}"
རྩཱ,I1KG13340.txt,I1KG13340,W1KG13126,"{""I1KG133400088.jpg"": [[1057, 7]]}"
ཥྞུ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730010.jpg"": [[1203, 11]]}"
ཀྟྭ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730013.jpg"": [[1139, 12]]}"
ཥྲ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730037.jpg"": [[794, 9]]}"
ཏྶུ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730123.jpg"": [[760, 6]]}"
དྡྷཱ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730135.jpg"": [[1050, 10]]}"
གྨ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730142.jpg"": [[732, 8]]}"
ཏྶུ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730151.jpg"": [[293, 3]]}"
པྟཱ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730164.jpg"": [[616, 5]]}"
ཤྩཱ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730184.jpg"": [[1219, 8]]}"
རྞྞཱ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730349.jpg"": [[354, 3]]}"
ཤྩཱ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730361.jpg"": [[1231, 12]]}"
སྟྱ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730377.jpg"": [[218, 3]]}"
ཤྩཱ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730401.jpg"": [[1143, 11], [1155, 11], [1194, 11]]}"
ཙྱ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730405.jpg"": [[557, 8]]}"
དྡུ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730407.jpg"": [[505, 5]]}"
གྨ,I1KG13373.txt,I1KG13373,W1KG13126,"{""I1KG133730409.jpg"": [[783, 8]]}"
ཥྞུ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740242.jpg"": [[615, 6]]}"
ཏྶཱ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740248.jpg"": [[138, 1]]}"
ཀླཱ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740324.jpg"": [[313, 13]]}"
ཀྟྭ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740446.jpg"": [[405, 5]]}"
ཏྶཱ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740515.jpg"": [[737, 7]]}"
ཥྞུ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740566.jpg"": [[454, 3]]}"
ཤྩཱ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740615.jpg"": [[1144, 13]]}"
ཏྣཱ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740624.jpg"": [[69, 2]]}"
ཏྣཱ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740626.jpg"": [[697, 5]]}"
དྡུ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740638.jpg"": [[1361, 9]]}"
ཥྞུ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740716.jpg"": [[802, 9]]}"
ཏྶཱ,I1KG13374.txt,I1KG13374,W1KG13126,"{""I1KG133740728.jpg"": [[363, 6]]}"
རྨྨ,I1KG13377.txt,I1KG13377,W1KG13126,"{""I1KG133770618.jpg"": [[904, 7]]}"
དྡུ,I1KG13378.txt,I1KG13378,W1KG13126,"{""I1KG133780037.jpg"": [[962, 8]]}"
ཙྪཱུ,I1KG13380.txt,I1KG13380,W1KG13126,"{""I1KG133800424.jpg"": [[48, 1]]}"
ནྟྱ,I1KG13380.txt,I1KG13380,W1KG13126,"{""I1KG133800507.jpg"": [[827, 24]]}"
ནྟྱཱ,I1KG13380.txt,I1KG13380,W1KG13126,"{""I1KG133800507.jpg"": [[827, 24]]}"
པྟཱ,I1KG13380.txt,I1KG13380,W1KG13126,"{""I1KG133800535.jpg"": [[349, 16]]}"
པྟཱ,I1KG13380.txt,I1KG13380,W1KG13126,"{""I1KG133800591.jpg"": [[582, 31], [593, 31]]}"
པྟཱ,I1KG13380.txt,I1KG13380,W1KG13126,"{""I1KG133800592.jpg"": [[73, 8]]}"
ཙྪཱུ,I1KG13380.txt,I1KG13380,W1KG13126,"{""I1KG133800603.jpg"": [[481, 4]]}"
ཙྪཱུ,I1KG13380.txt,I1KG13380,W1KG13126,"{""I1KG133800608.jpg"": [[947, 45]]}"
པྟཱ,I1KG13380.txt,I1KG13380,W1KG13126,"{""I1KG133800613.jpg"": [[1189, 48]]}"
གྫ,I1KG13387.txt,I1KG13387,W1KG13126,"{""I1KG133870602.jpg"": [[1056, 11]]}"
ཙྱ,I1KG13388.txt,I1KG13388,W1KG13126,"{""I1KG133880366.jpg"": [[113, 1]]}"
ཙྱུ,I1KG13388.txt,I1KG13388,W1KG13126,"{""I1KG133880366.jpg"": [[113, 1]]}"
ཟྱ,I1KG13389.txt,I1KG13389,W1KG13126,"{""I1KG133890063.jpg"": [[20, 2]]}"
ཏྶཱ,I1KG13389.txt,I1KG13389,W1KG13126,"{""I1KG133890118.jpg"": [[704, 5]]}"
ཏྶཱ,I1KG13389.txt,I1KG13389,W1KG13126,"{""I1KG133890125.jpg"": [[1408, 11]]}"
ཀྟྭ,I1KG13389.txt,I1KG13389,W1KG13126,"{""I1KG133890359.jpg"": [[518, 4]]}"
པྟཱ,I1KG13389.txt,I1KG13389,W1KG13126,"{""I1KG133890413.jpg"": [[572, 4], [579, 4]]}"
མྤྱ,I1KG13389.txt,I1KG13389,W1KG13126,"{""I1KG133890601.jpg"": [[1249, 12]]}"
ཙྪཱུ,I1KG13389.txt,I1KG13389,W1KG13126,"{""I1KG133890672.jpg"": [[178, 4]]}"
ཎྱཱ,I1KG13390.txt,I1KG13390,W1KG13126,"{""I1KG133900063.jpg"": [[108, 1]]}"
ཀྵཱ,I1KG13390.txt,I1KG13390,W1KG13126,"{""I1KG133900377.jpg"": [[1054, 10]]}"
རྞྞཱ,I1KG13390.txt,I1KG13390,W1KG13126,"{""I1KG133900379.jpg"": [[1039, 7]]}"
རྞྞཱ,I1KG13390.txt,I1KG13390,W1KG13126,"{""I1KG133900404.jpg"": [[943, 10]]}"
པྣ,I1KG13390.txt,I1KG13390,W1KG13126,"{""I1KG133900474.jpg"": [[562, 8]]}"
ཛྭཱ,I1KG13391.txt,I1KG13391,W1KG13126,"{""I1KG133910078.jpg"": [[906, 6]]}"
ཀྟྭ,I1KG13391.txt,I1KG13391,W1KG13126,"{""I1KG133910325.jpg"": [[215, 3]]}"
ཐྱཱ,I1KG13391.txt,I1KG13391,W1KG13126,"{""I1KG133910375.jpg"": [[1052, 11]]}"
ཙྪྲ,I1KG13391.txt,I1KG13391,W1KG13126,"{""I1KG133910397.jpg"": [[1192, 8]]}"
ཙྱ,I1KG13391.txt,I1KG13391,W1KG13126,"{""I1KG133910600.jpg"": [[1258, 12]]}"
ཙླ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920025.jpg"": [[755, 7]]}"
རྫྫ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920033.jpg"": [[353, 3]]}"
སྦྱུ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920156.jpg"": [[1156, 8]]}"
དྦ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920230.jpg"": [[1064, 10]]}"
དྦྲ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920230.jpg"": [[1064, 10]]}"
རྞྞཱ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920339.jpg"": [[845, 8]]}"
རྞྞཱ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920388.jpg"": [[421, 3]]}"
ཏྶཱ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920430.jpg"": [[599, 7]]}"
ཙྱ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920436.jpg"": [[151, 1]]}"
ཙླ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920473.jpg"": [[943, 8], [952, 8]]}"
ཙླ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920474.jpg"": [[1111, 10], [1418, 12], [1427, 12]]}"
ཏྶཱ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920536.jpg"": [[89, 1]]}"
ཏྶཱ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920539.jpg"": [[53, 2]]}"
ཀླཱ,I1KG13392.txt,I1KG13392,W1KG13126,"{""I1KG133920557.jpg"": [[496, 6]]}"
ཥྱཱ,I1KG13393.txt,I1KG13393,W1KG13126,"{""I1KG133930018.jpg"": [[684, 7]]}"
ཏྶཱ,I1KG13393.txt,I1KG13393,W1KG13126,"{""I1KG133930039.jpg"": [[79, 3]]}"
ཀླཱ,I1KG13393.txt,I1KG13393,W1KG13126,"{""I1KG133930048.jpg"": [[240, 2]]}"
རྨྨ,I1KG13393.txt,I1KG13393,W1KG13126,"{""I1KG133930114.jpg"": [[1022, 12]]}"
ཙྪྲ,I1KG13393.txt,I1KG13393,W1KG13126,"{""I1KG133930247.jpg"": [[770, 9]]}"
ཥྱཱ,I1KG13393.txt,I1KG13393,W1KG13126,"{""I1KG133930319.jpg"": [[1016, 10]]}"
པྲུ,I1KG13393.txt,I1KG13393,W1KG13126,"{""I1KG133930515.jpg"": [[87, 2]]}"
